First Name*,Middle Name,Last Name*,Email*,Phone,Date of Birth,Gender,Marital Status,Job Title,Department,Manager Email,Employment Type,Employment Status,Join Date,Probation End Date,Create User Account? (Yes/No),Username,Password,Access Role,Basic Salary,Housing Allowance,Transport Allowance,Medical Allowance,Lunch Allowance,Other Allowances,Bank Name,Bank Account Number,Bank Branch,Mobile Money Number,National ID*,Passport Number,TIN Number,NSSF Number,Address,City,District,Emergency Contact Name,Emergency Contact Phone,Emergency Contact Relationship,Notes
Nakato,,Kato,nakato.kato@company.co.ug,+256771788913,1999-12-07,Female,Divorced,Mechanical Engineer,Engineering,,Contract,Active,2018-10-16,2019-04-14,Yes,nakato.kato,Welcome2025!,Employee,9327513,0,300000,250000,300000,200000,Absa Bank,9226214062,Central Branch,+256754931039,CM779359477666,,1544113465,,"Plot 73, Bombo Road",Masaka,Wakiso,Stephen Apio,+256734259534,Spouse,
Achen,,Apio,achen.apio@company.co.ug,+256765787045,1989-01-04,Female,Divorced,HR Manager,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2015-08-23,2016-02-19,Yes,achen.apio,Welcome2025!,Employee,9291782,1400000,250000,0,250000,0,DFCU Bank,2523727297,Central Branch,,CM979496196525,,,48388595-81,"Plot 130, Ggaba Road",Jinja,Wakiso,Simon Mukasa,+256741714472,Spouse,
Nakato,Peter,Mbabazi,nakato.mbabazi@company.co.ug,+256704421311,1988-10-21,Female,Widowed,Department Manager,Management,manager.management@company.co.ug,Full-time,Active,2022-08-10,,No,,,,8776885,1000000,0,500000,300000,0,DFCU Bank,9021077544,Kampala Main,+256754550787,CM703019654597,,1468400848,,"Plot 201, Entebbe Road",Gulu,Mukono,Charles Okello,+256739216681,Spouse,
Simon,,Kato,simon.kato@company.co.ug,+256785975688,1999-08-23,Male,Widowed,Sales Executive,Sales,,Full-time,Active,2024-09-11,2025-03-10,No,,,,5899270,1100000,200000,550000,0,0,Stanbic Bank,4188413797,Kampala Main,,CM901219238699,,7218678289,,"Plot 29, Old Kampala Road",Entebbe,Jinja,John Nalwanga,+256742820797,Spouse,
Esther,,Tumwebaze,esther.tumwebaze@company.co.ug,+256778101669,1993-08-06,Female,Divorced,Financial Analyst,Finance,manager.finance@company.co.ug,Full-time,Active,2015-03-29,,No,,,,2418371,1600000,650000,0,0,200000,Centenary Bank,5185743714,Kampala Branch,+256756762530,CM764623761747,,,51959813-19,"Plot 8, Old Kampala Road",Masaka,Gulu,Ronald Kiwanuka,+256747460896,Friend,
Nantongo,,Kato,nantongo.kato@company.co.ug,+256791087604,1997-07-03,Female,Divorced,Project Manager,Management,manager.management@company.co.ug,Contract,Active,2014-10-07,,No,,,,2122538,400000,700000,450000,200000,200000,DFCU Bank,3265330859,Kampala Main,,CM981147971637,,,60354962-95,"Plot 70, Old Kampala Road",Kampala,Gulu,David Kiwanuka,+256738039264,Sibling,
Nakato,,Mbabazi,nakato.mbabazi@company.co.ug,+256702052326,1991-05-13,Female,Married,Marketing Officer,Sales,manager.sales@company.co.ug,Full-time,Active,2016-04-20,,Yes,nakato.mbabazi,Welcome2025!,Admin,7700098,600000,0,200000,250000,0,DFCU Bank,8897275632,Central Branch,,CM931209098450,,,,"Plot 179, Nakasero",Entebbe,Jinja,Joseph Ssekitto,+256751124130,Spouse,
Faith,,Asiimwe,faith.asiimwe@company.co.ug,+256707372311,1999-12-06,Female,Single,Software Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2023-03-16,,Yes,faith.asiimwe,Welcome2025!,Employee,6751032,1500000,500000,550000,100000,0,DFCU Bank,3966198832,Kampala Branch,,CM728309062954,,8369576616,32632191-81,"Plot 175, Ggaba Road",Jinja,Mukono,Achen Kato,+256702762595,Sibling,
Esther,,Kiwanuka,esther.kiwanuka@company.co.ug,+256737860666,2005-09-11,Female,Single,Executive Director,Management,manager.management@company.co.ug,Full-time,Active,2014-07-05,,Yes,esther.kiwanuka,Welcome2025!,Supervisor,9428683,700000,750000,0,0,0,Bank of Africa,7749153500,Kampala Main,+256752093124,CM749037265942,,5579112012,,"Plot 109, Ggaba Road",Fort Portal,Mbale,Simon Nabukenya,+256754997691,Spouse,
Mary,,Okello,mary.okello@company.co.ug,+256736814729,2003-02-18,Female,Single,Procurement Officer,Operations,,Full-time,Active,2016-01-20,2016-07-18,No,,,,2354941,0,0,200000,100000,0,Equity Bank,1698293693,Kampala Main,+256752739958,CM754012964503,,3446210890,68939149-65,"Plot 90, Bombo Road",Masaka,Kampala,Francis Okello,+256745031289,Sibling,
Peter,,Akello,peter.akello@company.co.ug,+256758171643,1984-01-26,Male,Widowed,Senior Accountant,Finance,,Full-time,Active,2022-09-07,,Yes,peter.akello,Welcome2025!,Employee,9417540,700000,750000,0,250000,700000,Equity Bank,1590728174,Kampala Main,+256753657012,CM742790054548,,5709461046,,"Plot 11, Old Kampala Road",Mbarara,Mbale,Namukwaya Byaruhanga,+256773580965,Spouse,
Rebecca,,Nabukenya,rebecca.nabukenya@company.co.ug,+256778479831,1991-03-26,Female,Widowed,Civil Engineer,Engineering,manager.engineering@company.co.ug,Part-time,Active,2016-01-17,2016-07-15,Yes,rebecca.nabukenya,Welcome2025!,Admin,4504245,300000,500000,0,300000,0,Bank of Africa,9973477943,Kampala Main,,CM838268732373,,,65838660-16,"Plot 188, Old Kampala Road",Masaka,Wakiso,Rebecca Byaruhanga,+256745850656,Spouse,
Nakato,,Mukasa,nakato.mukasa@company.co.ug,+256740695880,1978-09-20,Female,Widowed,Project Engineer,Engineering,,Full-time,Active,2024-05-01,,Yes,nakato.mukasa,Welcome2025!,Admin,3566630,0,450000,250000,100000,0,Centenary Bank,2728284600,Kampala Main,,CM703635519173,,1697375058,,"Plot 118, Old Kampala Road",Gulu,Wakiso,John Apio,+256703725607,Spouse,
Geoffrey,,Nabukenya,geoffrey.nabukenya@company.co.ug,+256799216564,2003-06-23,Male,Widowed,Sales Executive,Sales,,Contract,Active,2014-11-16,2015-05-15,Yes,geoffrey.nabukenya,Welcome2025!,Admin,8902747,1200000,250000,450000,100000,900000,Absa Bank,2201798271,Kampala Branch,+256757126695,CM950356699782,,6863497975,,"Plot 87, Ggaba Road",Kampala,Mbarara,Doreen Tumwebaze,+256728311563,Child,
Peter,,Nabukeera,peter.nabukeera@company.co.ug,+256794214166,2005-03-20,Male,Married,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2023-12-05,2024-06-02,Yes,peter.nabukeera,Welcome2025!,Admin,6110397,1000000,600000,250000,200000,600000,Centenary Bank,4607462744,Central Branch,,CM826397119882,,,,"Plot 208, Ggaba Road",Kampala,Kampala,Simon Kiwanuka,+256757290085,Spouse,
Joseph,Patrick,Mbabazi,joseph.mbabazi@company.co.ug,+256786706520,1997-05-03,Male,Single,HR Officer,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2020-06-27,2020-12-24,No,,,,1536643,1700000,300000,0,200000,0,Bank of Africa,2458011773,Kampala Main,+256759153870,CM840366879114,,,55079897-17,"Plot 62, Nakasero",Masaka,Mukono,Mary Nalwanga,+256754080248,Spouse,
Doreen,,Apio,doreen.apio@company.co.ug,+256718475657,1979-10-18,Female,Widowed,Auditor,Finance,manager.finance@company.co.ug,Contract,Active,2024-02-28,,Yes,doreen.apio,Welcome2025!,Employee,6826939,600000,850000,0,250000,600000,Equity Bank,3640255351,Central Branch,,CM992285424366,,4728787282,,"Plot 204, Nakasero",Mbale,Gulu,Sarah Mbabazi,+256783349397,Child,
Ronald,,Ssekitto,ronald.ssekitto@company.co.ug,+256755814215,1979-09-05,Male,Single,Executive Director,Management,manager.management@company.co.ug,Full-time,Active,2017-12-30,2018-06-28,No,,,,1518254,1000000,700000,150000,200000,0,Bank of Africa,6902532920,Central Branch,,CM740389501532,,,30010954-33,"Plot 40, Nakasero",Fort Portal,Mbarara,Simon Kiwanuka,+256702614859,Friend,
John,,Okello,john.okello@company.co.ug,+256754346023,1983-02-10,Male,Married,Software Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2017-06-14,,Yes,john.okello,Welcome2025!,Employee,5441825,700000,450000,450000,0,600000,Absa Bank,3930939832,Kampala Main,+256756966360,CM700288082916,,,31949837-93,"Plot 161, Nakasero",Mbale,Kampala,Doreen Apio,+256702854941,Parent,
Gloria,,Kiwanuka,gloria.kiwanuka@company.co.ug,+256777689589,2004-08-16,Female,Widowed,Training Coordinator,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2022-05-09,,No,,,,2282482,1600000,0,150000,150000,0,Stanbic Bank,1878295919,Kampala Main,,CM878920007263,,,,"Plot 104, Ggaba Road",Gulu,Mukono,Moses Okello,+256788578473,Parent,
Esther,Brian,Okello,esther.okello@company.co.ug,+256757533078,2002-10-22,Female,Single,Logistics Coordinator,Operations,manager.operations@company.co.ug,Contract,Active,2025-04-18,,Yes,esther.okello,Welcome2025!,Admin,2849695,1500000,300000,550000,0,0,Centenary Bank,2677850046,Central Branch,+256759291555,CM883068712441,,3285702834,74739887-42,"Plot 105, Old Kampala Road",Jinja,Jinja,Esther Byaruhanga,+256782251619,Friend,
Achen,,Kato,achen.kato@company.co.ug,+256758873563,2003-12-06,Female,Widowed,Executive Director,Management,manager.management@company.co.ug,Full-time,Active,2024-03-02,,Yes,achen.kato,Welcome2025!,Employee,2455296,0,450000,150000,200000,1000000,Absa Bank,4747887852,Central Branch,+256754995454,CM931587012124,,,36925368-53,"Plot 104, Ggaba Road",Kampala,Gulu,Simon Akello,+256797468292,Parent,
Gloria,,Kato,gloria.kato@company.co.ug,+256791736315,1979-05-28,Female,Single,Sales Executive,Sales,,Full-time,Active,2024-07-19,,Yes,gloria.kato,Welcome2025!,Admin,8731915,900000,0,150000,200000,0,Bank of Africa,2315802487,Kampala Main,,CM865861281448,,9965757007,62600963-85,"Plot 174, Ggaba Road",Gulu,Mukono,Nantongo Mbabazi,+256759918494,Sibling,
Lydia,,Asiimwe,lydia.asiimwe@company.co.ug,+256790285096,1996-02-28,Female,Divorced,Marketing Officer,Sales,,Full-time,Active,2016-09-09,,No,,,,3593933,1500000,550000,0,0,800000,Stanbic Bank,9317742072,Central Branch,,CM974170303127,,,,"Plot 109, Bombo Road",Mbale,Wakiso,David Asiimwe,+256782431529,Child,
Charles,Doreen,Nakandi,charles.nakandi@company.co.ug,+256779635174,1979-02-04,Male,Single,Executive Director,Management,manager.management@company.co.ug,Full-time,Active,2023-12-21,,No,,,,6781947,500000,200000,150000,0,1100000,Stanbic Bank,8623776300,Kampala Main,,CM961559567927,,,,"Plot 96, Old Kampala Road",Masaka,Kampala,Prossy Asiimwe,+256774095477,Parent,
John,,Nabukeera,john.nabukeera@company.co.ug,+256772289661,2000-07-21,Male,Married,HR Manager,Human Resources,,Full-time,Active,2022-02-03,,No,,,,6030013,700000,650000,550000,300000,0,Stanbic Bank,6912048197,Kampala Main,,CM785642648358,,2700564278,,"Plot 95, Nakasero",Mbarara,Mbale,Rebecca Kato,+256783640359,Friend,
Patrick,Francis,Nabukenya,patrick.nabukenya@company.co.ug,+256740265732,1986-10-23,Male,Married,HR Manager,Human Resources,,Full-time,Active,2016-06-25,,No,,,,3571806,1600000,850000,500000,0,1100000,Bank of Africa,7678281266,Kampala Branch,+256750838064,CM956273037733,,2295339686,,"Plot 14, Old Kampala Road",Mbale,Jinja,Geoffrey Asiimwe,+256764746366,Child,
James,,Nabukenya,james.nabukenya@company.co.ug,+256798440779,1978-01-02,Male,Widowed,Software Engineer,Engineering,,Full-time,Active,2025-04-28,,No,,,,6643173,0,800000,250000,250000,900000,Absa Bank,7650933054,Kampala Main,+256759630095,CM783862045652,,,,"Plot 152, Bombo Road",Entebbe,Mbale,Esther Akello,+256734224680,Spouse,
Stephen,Lydia,Ssekitto,stephen.ssekitto@company.co.ug,+256787385759,1998-07-02,Male,Married,Sales Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2024-06-05,,Yes,stephen.ssekitto,Welcome2025!,Employee,3401782,0,400000,0,250000,200000,Bank of Africa,4408614721,Kampala Branch,+256755063107,CM950870161144,,4355531357,,"Plot 156, Entebbe Road",Masaka,Jinja,Geoffrey Apio,+256742338397,Friend,
Ronald,,Byaruhanga,ronald.byaruhanga@company.co.ug,+256734498300,2001-08-05,Male,Widowed,General Manager,Management,,Full-time,Active,2015-10-05,2016-04-02,No,,,,6414348,700000,300000,0,200000,700000,Centenary Bank,1823602302,Kampala Main,,CM756981444589,,9461236557,80508364-30,"Plot 106, Nakasero",Gulu,Wakiso,Nantongo Mbabazi,+256727569436,Friend,
Rebecca,Achen,Okello,rebecca.okello@company.co.ug,+256761794712,1988-03-19,Female,Widowed,Marketing Officer,Sales,,Full-time,Active,2016-08-21,2017-02-17,No,,,,2158868,600000,0,0,0,0,DFCU Bank,8949232911,Kampala Branch,,CM832473237217,,9184776758,88006741-91,"Plot 57, Entebbe Road",Fort Portal,Kampala,Nantongo Kato,+256730347261,Child,
Namukwaya,,Mbabazi,namukwaya.mbabazi@company.co.ug,+256767513917,1989-12-26,Female,Married,Logistics Coordinator,Operations,manager.operations@company.co.ug,Full-time,Active,2017-12-25,,No,,,,9033306,800000,550000,200000,0,100000,Equity Bank,4559977663,Kampala Branch,,CM819058837764,,,48387268-34,"Plot 107, Old Kampala Road",Fort Portal,Mukono,Ronald Kiwanuka,+256713439469,Sibling,
Mary,,Nakandi,mary.nakandi@company.co.ug,+256705595857,1988-03-09,Female,Widowed,Payroll Officer,Finance,manager.finance@company.co.ug,Full-time,Active,2020-12-06,,Yes,mary.nakandi,Welcome2025!,Supervisor,4164817,400000,750000,200000,0,200000,Absa Bank,7425962918,Kampala Main,,CM724835971320,,7340553283,,"Plot 174, Nakasero",Mbale,Gulu,Stephen Apio,+256715171398,Spouse,
Patrick,Faith,Nakandi,patrick.nakandi@company.co.ug,+256715133832,1997-06-23,Male,Single,Software Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2024-05-01,,No,,,,7188703,500000,250000,200000,150000,0,Equity Bank,1378111228,Kampala Main,,CM720089243366,,,,"Plot 160, Bombo Road",Entebbe,Kampala,Charles Nakandi,+256776876077,Parent,
Simon,,Ssekitto,simon.ssekitto@company.co.ug,+256717330527,1985-09-05,Male,Widowed,Payroll Officer,Finance,manager.finance@company.co.ug,Full-time,Active,2022-10-26,2023-04-24,Yes,simon.ssekitto,Welcome2025!,Employee,3815748,300000,0,150000,0,0,Stanbic Bank,9995295309,Kampala Main,,CM958238487656,,2896563174,,"Plot 164, Bombo Road",Mbarara,Mbale,Namukwaya Mbabazi,+256731413605,Child,
Francis,Lydia,Nakandi,francis.nakandi@company.co.ug,+256708436585,1977-11-03,Male,Widowed,HR Officer,Human Resources,manager.humanresources@company.co.ug,Contract,Active,2019-11-20,,Yes,francis.nakandi,Welcome2025!,Admin,8047133,0,350000,450000,300000,0,Bank of Africa,4365386141,Kampala Main,+256758669310,CM935294678693,,8914832647,45001854-44,"Plot 215, Nakasero",Mbarara,Gulu,David Kato,+256758132372,Sibling,
Grace,,Kiwanuka,grace.kiwanuka@company.co.ug,+256797568939,2002-01-24,Female,Divorced,Training Coordinator,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2024-03-29,2024-09-25,No,,,,4336511,700000,800000,400000,150000,0,Equity Bank,2958836115,Central Branch,,CM888607708802,,,78921004-40,"Plot 145, Nakasero",Entebbe,Kampala,Charles Asiimwe,+256749085723,Parent,
Ronald,Gloria,Mbabazi,ronald.mbabazi@company.co.ug,+256793464359,1994-07-25,Male,Divorced,Software Engineer,Engineering,manager.engineering@company.co.ug,Contract,Active,2017-05-17,2017-11-13,No,,,,5114395,1600000,300000,0,150000,0,Equity Bank,7576620936,Central Branch,,CM824580024861,,1196787166,,"Plot 175, Nakasero",Masaka,Gulu,Mary Ssekitto,+256785636743,Parent,
Simon,,Kiwanuka,simon.kiwanuka@company.co.ug,+256741075324,1985-11-10,Male,Divorced,Auditor,Finance,manager.finance@company.co.ug,Full-time,Active,2021-04-07,,Yes,simon.kiwanuka,Welcome2025!,Employee,2851244,1400000,400000,300000,200000,0,Centenary Bank,9124810393,Central Branch,+256753323918,CM990200605423,,2451094924,,"Plot 158, Ggaba Road",Gulu,Kampala,Rebecca Okello,+256776268275,Spouse,
Prossy,,Akello,prossy.akello@company.co.ug,+256743102725,1988-07-12,Female,Widowed,Operations Manager,Operations,manager.operations@company.co.ug,Full-time,Active,2018-10-07,,Yes,prossy.akello,Welcome2025!,Employee,3664640,1100000,450000,400000,100000,300000,Absa Bank,4928592934,Kampala Branch,+256759833495,CM909106752624,,4858068161,,"Plot 35, Ggaba Road",Mbarara,Wakiso,Namukwaya Tumwebaze,+256774179422,Child,
Achen,Patrick,Nabukenya,achen.nabukenya@company.co.ug,+256768973768,1990-06-23,Female,Divorced,Electrical Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2023-04-03,,Yes,achen.nabukenya,Welcome2025!,Supervisor,3725787,1600000,600000,0,0,400000,Bank of Africa,3167184723,Kampala Branch,+256759232958,CM863223926705,,,99605793-86,"Plot 189, Nakasero",Mbarara,Jinja,David Mbabazi,+256755586183,Sibling,
Grace,Charles,Okello,grace.okello@company.co.ug,+256721153496,1976-01-23,Female,Married,Executive Director,Management,manager.management@company.co.ug,Contract,Active,2016-05-19,2016-11-15,No,,,,5499822,900000,450000,350000,300000,0,DFCU Bank,7338087886,Kampala Main,,CM904548299309,,2038805497,,"Plot 117, Bombo Road",Mbale,Wakiso,Moses Nakandi,+256763087047,Spouse,
Gloria,,Nakandi,gloria.nakandi@company.co.ug,+256769896175,1995-08-23,Female,Married,Accountant,Finance,,Full-time,Active,2024-11-27,,No,,,,4446463,700000,550000,0,200000,0,Stanbic Bank,8040083390,Kampala Branch,,CM843285971010,,5566040207,,"Plot 95, Bombo Road",Kampala,Kampala,Simon Apio,+256713141130,Spouse,
Grace,,Byaruhanga,grace.byaruhanga@company.co.ug,+256733009553,1988-06-03,Female,Widowed,Project Manager,Management,manager.management@company.co.ug,Full-time,Active,2025-01-22,,No,,,,6619812,1300000,0,550000,100000,900000,Centenary Bank,5703508942,Central Branch,+256753587618,CM816819818319,,9132295927,71581371-16,"Plot 116, Entebbe Road",Fort Portal,Wakiso,James Nabukenya,+256711401687,Friend,
Ronald,,Tumwebaze,ronald.tumwebaze@company.co.ug,+256795772037,1992-06-02,Male,Single,Civil Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2019-07-07,2020-01-03,Yes,ronald.tumwebaze,Welcome2025!,Employee,6236740,1500000,650000,350000,150000,300000,DFCU Bank,6262534971,Kampala Branch,,CM945805853309,,,,"Plot 9, Entebbe Road",Kampala,Kampala,Faith Asiimwe,+256786910527,Sibling,
Nantongo,,Asiimwe,nantongo.asiimwe@company.co.ug,+256702845175,1983-01-13,Female,Married,Payroll Officer,Finance,,Full-time,Active,2025-05-26,,No,,,,4576310,900000,750000,200000,300000,0,Absa Bank,5225592065,Kampala Branch,+256753728005,CM850654045108,,8672829022,80650520-67,"Plot 64, Entebbe Road",Gulu,Mbarara,Mary Tumwebaze,+256796750301,Friend,
Grace,Doreen,Kiwanuka,grace.kiwanuka@company.co.ug,+256707946220,1990-12-10,Female,Single,HR Manager,Human Resources,,Full-time,Active,2024-02-13,2024-08-11,No,,,,1587870,400000,250000,350000,150000,0,Equity Bank,2939606089,Kampala Branch,+256753619930,CM842902597425,,6561500431,,"Plot 20, Nakasero",Jinja,Mbale,Nantongo Nabukenya,+256785195169,Child,
Stephen,,Kato,stephen.kato@company.co.ug,+256728859848,1993-09-02,Male,Widowed,HR Manager,Human Resources,,Full-time,Active,2017-05-06,,No,,,,6630107,300000,800000,400000,200000,0,Stanbic Bank,8413263293,Central Branch,,CM770797361477,,9524081301,33427860-45,"Plot 123, Ggaba Road",Jinja,Mbale,David Asiimwe,+256714297477,Spouse,
Mary,,Apio,mary.apio@company.co.ug,+256788927646,1991-09-19,Female,Widowed,Operations Manager,Operations,manager.operations@company.co.ug,Full-time,Active,2024-12-10,2025-06-08,No,,,,9320871,0,800000,500000,100000,700000,Equity Bank,9122911398,Central Branch,+256752137664,CM735049186587,,8532011502,40056639-69,"Plot 43, Old Kampala Road",Mbale,Gulu,Brenda Nabukenya,+256763466840,Sibling,
Patrick,,Mbabazi,patrick.mbabazi@company.co.ug,+256760100499,1999-01-28,Male,Married,Logistics Coordinator,Operations,manager.operations@company.co.ug,Full-time,Active,2015-06-09,2015-12-06,No,,,,3626936,1000000,450000,350000,300000,600000,Bank of Africa,4469810929,Kampala Main,,CM967462591732,,5275263289,,"Plot 33, Nakasero",Entebbe,Gulu,Brian Ssekitto,+256747808667,Spouse,
David,Namukwaya,Akello,david.akello@company.co.ug,+256774663705,1982-12-25,Male,Single,Accountant,Finance,,Full-time,Active,2018-06-12,,Yes,david.akello,Welcome2025!,Admin,8123801,600000,0,300000,0,700000,Absa Bank,3833194932,Central Branch,,CM715406928215,,3338844449,,"Plot 14, Old Kampala Road",Jinja,Mukono,John Mukasa,+256780945342,Friend,
Achen,,Kiwanuka,achen.kiwanuka@company.co.ug,+256777883212,1992-04-27,Female,Single,Business Development Manager,Sales,,Contract,Active,2017-02-07,,No,,,,6594114,700000,800000,350000,0,800000,Stanbic Bank,2059469215,Kampala Main,,CM873950134998,,,55875202-50,"Plot 135, Nakasero",Entebbe,Mbarara,James Kiwanuka,+256710470424,Sibling,
Geoffrey,,Nakandi,geoffrey.nakandi@company.co.ug,+256705145856,1991-08-22,Male,Married,Senior Accountant,Finance,manager.finance@company.co.ug,Part-time,Active,2016-06-29,2016-12-26,No,,,,5970869,800000,800000,150000,150000,1000000,Equity Bank,8992076335,Kampala Main,+256759762426,CM720288801924,,4147295292,96291137-27,"Plot 63, Nakasero",Entebbe,Mbarara,Nakato Mukasa,+256784905133,Parent,
Patrick,Simon,Ssekitto,patrick.ssekitto@company.co.ug,+256711603423,1989-09-17,Male,Single,Recruitment Specialist,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2017-11-04,2018-05-03,Yes,patrick.ssekitto,Welcome2025!,Employee,4615838,1100000,800000,350000,0,0,Bank of Africa,1027194614,Central Branch,+256756644683,CM957390391263,,,,"Plot 149, Bombo Road",Jinja,Gulu,Moses Mbabazi,+256761978220,Parent,
Namukwaya,Lydia,Nabukeera,namukwaya.nabukeera@company.co.ug,+256703987296,1978-04-06,Female,Married,Recruitment Specialist,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2024-12-30,,Yes,namukwaya.nabukeera,Welcome2025!,Employee,5754495,0,0,350000,200000,0,DFCU Bank,1262414635,Kampala Main,,CM861269407616,,,95680290-11,"Plot 178, Nakasero",Jinja,Gulu,Simon Nabukenya,+256742601517,Friend,
